hypothesis_id,word,language,sense_from,sense_to,drift_type,drift_year,proposed_trigger,trigger_date,trigger_category,wikidata_qid,evidence_types,confidence,source_urls,source_titles,attributed_to,date
hyp-lesbian-sappho,lesbian,en,of or relating to the Greek island of Lesbos and its inhabitants,"of a woman, homosexual; relating to female same-sex desire",Metonymization,,Sappho of Lesbos and her reception,1870,Cultural,Q17892,LexicographicNote,0.8,https://www.etymonline.com/word/lesbian,Online Etymology Dictionary -- lesbian,curator,2026-05-23
hyp-like-facebook,like,en,"to find agreeable, pleasant, or satisfactory; to be fond of",to register approval of a social-media post by clicking a Like button; the resulting endorsement,Metonymization,,Facebook Like button launch (2009),2009,Technology,Q355,LexicographicNote; Speculative,0.85,https://www.etymonline.com/word/like | https://en.wikipedia.org/wiki/Like_button,Etymonline - like (v.) | Like button - Wikipedia,curator,2026-05-23
hyp-liken-facebook,liken,de,"to like (borrowed verb stem, before the social-media sense fixed)",to like: to register approval of a social-media post via the Like button,Metonymization,,Facebook Like button launch (2009),2009,Technology,Q355,LexicographicNote; Speculative,0.82,https://www.dwds.de/wb/liken | https://de.wikipedia.org/wiki/Like-Button,DWDS - liken | Like-Button - Wikipedia,curator,2026-05-23
hyp-linoleum-walton,linoleum,en,Frederick Walton's trademarked floor covering made from oxidised linseed oil,"any smooth floor covering of this general type, regardless of maker",Broadening,,Walton markets Linoleum floor covering,1864,Commercial,Q907886,LexicographicNote,0.85,https://en.wiktionary.org/wiki/linoleum,linoleum -- Wiktionary,curator,2026-05-23
hyp-literally-bleaching,literally,en,"in a literal manner; word for word; in the actual or exact sense, without exaggeration or metaphor","used as a non-literal intensifier to add emphasis to a statement that is not literally true; in effect, virtually, to a great degree",Broadening,,Semantic bleaching of an assertive into an intensifier,1800,Cultural,,LexicographicNote,0.6,https://www.merriam-webster.com/grammar/misuse-of-literally,"Merriam-Webster - Did we change the definition of literally? (figurative use dated to 1769, Frances Brooke)",curator,2026-05-23
hyp-luddite-uprising,Luddite,en,"a member of the 1811-1816 English textile-workers' movement that destroyed labour-saving machinery, said to follow the (legendary) Ned Ludd",a person opposed to new technology or to technological change in general,Broadening,,Luddite machine-breaking uprisings,1811,Technology,Q1159675,LexicographicNote,0.8,https://www.etymonline.com/word/Luddite,Online Etymology Dictionary -- Luddite,curator,2026-05-23
hyp-luegenpresse-pegida,Luegenpresse,de,"lying press; a polemical accusation against media outlets accused of deliberate deception, used across the political spectrum","blanket far-right slogan against mainstream media, associated with anti-democratic and violent opposition to journalism",Reappropriation,2014,"PEGIDA movement demonstrations, Dresden 2014",2014,Political,Q18762431,LexicographicNote,0.85,https://de.wikipedia.org/wiki/L%C3%BCgenpresse | https://gfds.de/volksverraeter-und-luegenpresse-die-pegida-und-ihre-woerter/,Luegenpresse -- Wikipedia | GfdS -- Volksverraeter und Luegenpresse: Die Pegida und ihre Woerter,curator,2026-05-23
hyp-lunatic-luna,lunatic,en,affected with periodic insanity believed to depend on the changes of the moon; moon-struck,"wildly foolish, senseless, or recklessly extravagant; characteristic of a madman",Broadening,,Belief that the moon (Luna) caused recurring madness,1290,Cultural,,LexicographicNote,0.8,https://www.etymonline.com/word/lunatic,Online Etymology Dictionary -- lunatic,curator,2026-05-23
hyp-mach-de-shockwave,Mach,de,the surname of the Austrian physicist and philosopher Ernst Mach,"the Mach number, the ratio of an object's speed to the local speed of sound; an everyday term for high-speed and supersonic flight",Metonymization,,Mach studies supersonic shock waves,1887,Technology,Q93996,LexicographicNote,0.85,https://de.wikipedia.org/wiki/Mach-Zahl,Mach-Zahl -- Wikipedia,curator,2026-05-23
hyp-machiavellian-principe,Machiavellian,en,of or pertaining to Niccolo Machiavelli or to the political doctrines set out in his treatise 'Il Principe',"cunning, scheming, and unscrupulous, especially in the pursuit and exercise of power; using deceit and expediency without regard to morality",Metaphorization,,Machiavelli's 'Il Principe' (1532),1532,Political,Q1399,LexicographicNote,0.85,https://www.etymonline.com/word/Machiavellian,Online Etymology Dictionary -- Machiavellian,curator,2026-05-23
hyp-magenta-battle,magenta,en,"of or commemorating the Battle of Magenta (1859), fought near the Italian town of Magenta",a brilliant crimson-purple colour; originally an aniline dye of that hue,Metonymization,,Battle of Magenta (1859),1859,Political,Q681430,LexicographicNote,0.85,https://www.etymonline.com/word/magenta,Online Etymology Dictionary -- magenta,curator,2026-05-23
hyp-malapropism-rivals,malapropism,en,"of or relating to Mrs Malaprop, the word-mangling character in Sheridan's comedy The Rivals","the mistaken use of a word in place of a similar-sounding one, often with comic effect",Metaphorization,,Premiere of Sheridan's The Rivals,1775,Cultural,Q7760957,LexicographicNote,0.85,https://www.etymonline.com/word/malapropism,etymonline -- malapropism,curator,2026-05-23
hyp-marathon-olympics,marathon,en,"the plain of Marathon in Attica, site of the Athenian victory over Persia and of the legendary long-distance run to Athens",a long-distance footrace of about 42 kilometres; by extension any prolonged or testing effort,Metonymization,,Marathon race at the 1896 Athens Olympics,1896,Cultural,Q8080,LexicographicNote,0.85,https://www.etymonline.com/word/marathon,Online Etymology Dictionary -- marathon,curator,2026-05-23
hyp-masochism-sacher-masoch,masochism,en,derived from the surname of the Austrian novelist Leopold von Sacher-Masoch,"the deriving of pleasure, especially sexual gratification, from one's own pain or humiliation",Metonymization,,Sacher-Masoch's novels and Krafft-Ebing's coinage,1883,Cultural,Q78474,LexicographicNote,0.9,https://www.etymonline.com/word/masochism,masochism -- Online Etymology Dictionary,curator,2026-05-23
hyp-maus-macintosh,Maus,de,a mouse: the small rodent of genus Mus and related genera,computer mouse: a handheld input device moved across a surface to control a screen pointer,Metaphorization,,Apple Macintosh launch and personal computing revolution,1984,Technology,Q1137478,LexicographicNote,0.9,https://www.dwds.de/wb/Maus | https://www.duden.de/rechtschreibung/Maus,DWDS - Maus | Duden - Maus,curator,2026-05-23
hyp-mausoleum-halicarnassus,mausoleum,en,"the monumental tomb of Mausolus, satrap of Caria, at Halicarnassus, one of the Seven Wonders of the ancient world","any large, stately, free-standing tomb or building housing tombs",Broadening,,Construction of the tomb of Mausolus at Halicarnassus,0353,Cultural,Q296857,LexicographicNote,0.9,https://www.etymonline.com/word/mausoleum,mausoleum -- Online Etymology Dictionary,curator,2026-05-23
hyp-maverick-cattle,maverick,en,"an unbranded calf or yearling found without an owner's mark, after rancher Samuel A. Maverick (1803-1870) who left his cattle unbranded","an independent-minded, unconventional person who refuses to conform to a group or party",Broadening,,Samuel Maverick's unbranded Texas cattle,1867,Cultural,Q346455,LexicographicNote,0.8,https://www.etymonline.com/word/maverick,Online Etymology Dictionary -- maverick,curator,2026-05-23
hyp-mentor-telemaque,mentor,en,"Mentor, the friend of Odysseus whose form Athena assumed to guide and advise the young Telemachus in Homer's Odyssey",a wise and trusted counsellor or teacher; an experienced person who guides and supports someone less experienced,Metaphorization,,Fenelon's 'Les Aventures de Telemaque' (1699),1699,Cultural,Q421615,ScholarlyAttestation,0.8,https://www.etymonline.com/word/mentor,Online Etymology Dictionary -- mentor,curator,2026-05-23
hyp-mercurial-mercury,mercurial,en,pertaining to or under the influence of the planet Mercury,"light-hearted, sprightly, lively; subject to sudden and unpredictable changes of mood; volatile, changeable",Metaphorization,,Astrological temperament of those born under Mercury,1640,Cultural,,LexicographicNote,0.8,https://www.etymonline.com/word/mercurial,Online Etymology Dictionary -- mercurial,curator,2026-05-23
hyp-mesmerize-mesmer,mesmerize,en,to subject to Mesmer's animal magnetism; to hypnotise,to hold someone's attention completely; to captivate or fascinate,Metaphorization,,Franz Mesmer's animal magnetism in vogue in Paris,1784,Cultural,Q160202,LexicographicNote,0.85,https://www.etymonline.com/word/mesmerize,etymonline -- mesmerize,curator,2026-05-23
hyp-mirror-ftp,mirror,en,"a reflective surface, typically of glass; to reflect",a server or site holding an identical copy of another's files; to maintain such a synchronised copy,Metaphorization,,rise of internet FTP mirror sites,1991,Technology,,LexicographicNote; Speculative,0.75,https://www.oed.com/dictionary/mirror_n | https://en.wikipedia.org/wiki/Mirror_site,"Oxford English Dictionary - mirror, n. | Mirror site - Wikipedia",curator,2026-05-23
hyp-morse-code-telegraph,Morse code,en,derived from the surname of the American inventor and painter Samuel F. B. Morse,a method of encoding text as standardized sequences of short and long signals (dots and dashes); an everyday term for the dot-dash signalling system,Metonymization,,Morse and Vail develop the telegraph code,1838,Technology,Q75698,LexicographicNote,0.9,https://en.wikipedia.org/wiki/Morse_code,Morse code -- Wikipedia,curator,2026-05-23
hyp-mouse-macintosh,mouse,en,a mouse: the small rodent of genus Mus and related genera,computer mouse: a handheld input device moved across a surface to control a screen pointer,Metaphorization,,Apple Macintosh launch and personal computing revolution,1984,Technology,Q1137478,LexicographicNote,0.9,https://www.etymonline.com/word/mouse | https://www.oed.com/dictionary/mouse_n,"Etymonline - mouse (n.) | Oxford English Dictionary - mouse, n.",curator,2026-05-23
hyp-narcissism-coinage,narcissism,en,"the condition of Narcissus, the youth of Greek myth who pined away in love with his own reflected image","excessive self-love or self-admiration; in psychology, a personality pattern of grandiosity, need for admiration, and lack of empathy",Metaphorization,,Coinage of 'Narcissism' as a clinical term,1899,Cultural,Q552983,ScholarlyAttestation,0.85,https://www.etymonline.com/word/narcissism,Online Etymology Dictionary -- narcissism,curator,2026-05-23
hyp-naughty-weakening,naughty,en,"wicked, morally bad, given to vice or evil; (earlier) having naught, poor, needy (from 'naught', nothing)","mischievous, disobedient (esp. of a child); mildly improper or risque, but not gravely wicked",Amelioration,,Gradual weakening of a moral condemnation,1630,Cultural,,LexicographicNote,0.6,https://www.etymonline.com/word/naughty,Etymonline - naughty (adj.),curator,2026-05-23
hyp-nemesis-goddess,nemesis,en,"Nemesis, the Greek goddess who dispensed retribution against those guilty of hubris or undeserved good fortune; divine vengeance",an inescapable agent of one's downfall; a persistent and formidable rival or opponent who cannot be overcome,Metaphorization,,Greek goddess Nemesis,1590,Cultural,,LexicographicNote,0.8,https://www.etymonline.com/word/nemesis,Online Etymology Dictionary -- nemesis,curator,2026-05-23
hyp-netz-www,Netz,de,a net or mesh of knotted cord for catching fish or game; any interwoven network,"the internet / the World Wide Web (das Netz, im Netz)",Metaphorization,,World Wide Web and Mosaic browser launch,1993,Technology,Q381047,LexicographicNote,0.85,https://www.dwds.de/wb/Netz | https://www.duden.de/rechtschreibung/Netz,DWDS - Netz | Duden - Netz,curator,2026-05-23
hyp-nicotine-tobacco,nicotine,en,"derived from the surname of the French diplomat Jean Nicot, via the tobacco genus Nicotiana named for him",the addictive alkaloid present in tobacco; an everyday word for the active and habit-forming component of cigarettes,Metonymization,,Nicot introduces tobacco to the French court,1560,Cultural,Q318368,LexicographicNote,0.85,https://www.etymonline.com/word/nicotine,nicotine -- Online Etymology Dictionary,curator,2026-05-23
hyp-notorious-collocation,notorious,en,"publicly or generally known; well-known, manifest; a neutral statement of being widely recognised (Medieval Latin notorius)","widely and unfavourably known; famous for something bad; infamous, of ill repute",Pejoration,,Pejoration by negative collocation,1593,Cultural,,LexicographicNote,0.62,https://www.etymonline.com/word/notorious,Etymonline - notorious (adj.),curator,2026-05-23
hyp-nylon-dupont,nylon,en,DuPont's coined product name for its new synthetic polyamide fibre,any synthetic polyamide polymer; fabric or stockings made from it,Broadening,,DuPont announces nylon,1938,Commercial,Q221062,LexicographicNote,0.8,https://en.wiktionary.org/wiki/nylon,nylon -- Wiktionary,curator,2026-05-23
hyp-odyssey-homer,odyssey,en,"the Homeric epic recounting the ten-year wanderings of Odysseus, king of Ithaca, returning home after the fall of Troy","a long, adventurous journey or wandering; an extended, eventful quest or course of experience",Metaphorization,,Homer's epic poem the Odyssey,1889,Cultural,Q35160,LexicographicNote,0.85,https://www.etymonline.com/word/odyssey,Online Etymology Dictionary -- odyssey,curator,2026-05-23
hyp-ohm-de-law,Ohm,de,the surname of the German physicist Georg Simon Ohm,the SI unit of electrical resistance,Metonymization,,Ohm publishes Ohm's law,1827,Technology,Q1585,LexicographicNote,0.9,https://www.dwds.de/wb/Ohm,DWDS -- Ohm,curator,2026-05-23
hyp-ohm-law,ohm,en,the surname of the German physicist Georg Simon Ohm,the SI unit of electrical resistance; an everyday word for resistance to current flow,Metonymization,,Ohm publishes Ohm's law,1827,Technology,Q1585,LexicographicNote,0.9,https://www.etymonline.com/word/ohm,ohm -- Online Etymology Dictionary,curator,2026-05-23
hyp-orwellian-1984,Orwellian,en,of or pertaining to George Orwell or to his writings and political views,"characteristic of the repressive, manipulative totalitarian state depicted in Orwell's fiction: pervasive surveillance, propaganda, doublethink, and the distortion of truth",Metaphorization,,Publication of Orwell's 'Nineteen Eighty-Four' (1949),1949,Political,,LexicographicNote,0.85,https://www.etymonline.com/word/Orwellian,Online Etymology Dictionary -- Orwellian,curator,2026-05-23
